rgn_id,year,value
1,2013,0.15985842258669436
2,2013,0.016408141423016786
3,2013,0.08853611079975963
4,2013,0.06284107356332243
5,2013,0.10634717205539346
6,2013,0.12093003932386637
7,2013,0.1394629708491266
8,2013,0.059502529958263044
